StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q48,Q1,Q1,Q2,Q3,Q4,Q5,Q6,Q9,Age of acquisition,Q19_1,Q19_2,Q19_3,Q19_4,Age of arrival,Q21-months,Length of residence,Q21,Q23,Percentage of L1 usage,Percentage of L2 usage,Q50,1_Q59,2_Q59,3_Q59,4_Q59,5_Q59,6_Q59,7_Q59,8_Q59,9_Q59,10_Q59,11_Q59,12_Q59,13_Q59,14_Q59,15_Q59,16_Q59,17_Q59,18_Q59,19_Q59,20_Q59,21_Q59,22_Q59,23_Q59,24_Q59,25_Q59,26_Q59,27_Q59,28_Q59,29_Q59,30_Q59,31_Q59,32_Q59,33_Q59,34_Q59,35_Q59,36_Q59,37_Q59,38_Q59,39_Q59,40_Q59,41_Q59,42_Q59,43_Q59,44_Q59,45_Q59,46_Q59,47_Q59,48_Q59,49_Q59,50_Q59,Q63,1_Q175,2_Q175,3_Q175,4_Q175,5_Q175,6_Q175,7_Q175,8_Q175,9_Q175,10_Q175,11_Q175,12_Q175,13_Q175,14_Q175,15_Q175,16_Q175,17_Q175,18_Q175,19_Q175,20_Q175,21_Q175,22_Q175,23_Q175,24_Q175,25_Q175,26_Q175,27_Q175,28_Q175,29_Q175,30_Q175,31_Q175,32_Q175,33_Q175,34_Q175,35_Q175,36_Q175,37_Q175,38_Q175,39_Q175,40_Q175,41_Q175,42_Q175,43_Q175,44_Q175,45_Q175,46_Q175,47_Q175,48_Q175,49_Q175,50_Q175,Q22,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,L2 proficiency score,GJT score,,,,,,,,,,,,,,
45602.70476,45602.72032,IP Address,74.94.146.242,100,1344,TRUE,45602.72034,R_1LczNhlEdqBXLM9,,,,,42.3464,-71.0975,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Male,32,"Guangdong, China",Graduate student,PhD LING,N/A,Cantonese,11,In another language,In another language,"In English,In another language",In English,27,63,5.25,5 years 3months,"Yes, UK for one year; Ireland for 6 months",0.2,0.9,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,20,88,,,,,,,,,,,,,,
45602.88662,45602.90491,IP Address,64.189.134.69,100,1579,TRUE,45602.90492,R_6MKvz05Z2ZNWeHD,,,,,38.9602,-95.2489,anonymous,EN,,Let's get started!,Male,20,"Aguascalientes, Mexico",undergraduate student - junior,BA- History,n/a,Spanish,5,In English,In English,In English,Not applicable,5,190,15.83333333,15 years and 10 months,N/a,0.05,0.95,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,neither,is not concerned,faster so,should,somebody else’s,hardly,provided that,18,98,,,,,,,,,,,,,,
45602.91853,45602.93406,IP Address,136.32.186.112,100,1342,TRUE,45602.93407,R_62vChAtWGKqXRWF,,,,,38.9507,-94.6824,anonymous,EN,,Let's get started!,N/A,21,"Sun City West, Arizona",Undergraduate,Film and Media,N/A,"Spanish, English",5,In English,In English,In English,Not applicable,0,252,21,21 cause I was born here,N/A,0.4,0.6,I am ready to begin the experiment.,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I can,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,he has not been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,18,96,,,,,,,,,,,,,,
45603.48582,45603.50927,IP Address,153.33.237.22,100,2025,TRUE,45603.50928,R_5LYXrZM07rxIfQy,,,,,38.9337,-95.239,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Female,22,"Lviv, Ukraine",PhD program,PhD - Slavic linguistics,N/A,Ukrainian,6,In another language,In another language,In English,In English,20,28,2.333333333,2 years 4 months,N/A,0.2,0.8,I am ready to begin the experiment.,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,closely to winning,he’s being,it to be,whether,we all,he has not been,neither,is not concerned,faster so,should,somebody else’s,hardly,provided that,15,87,,,,,,,,,,,,,,
45603.57911,45603.61273,IP Address,70.179.196.116,100,2905,TRUE,45603.61274,R_7sctbtmXVfK18Er,,,,,39.0421,-95.7187,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,female ,64,"Moscow, Russia",N/A,N/A,graduate school ,Russian ,7,In another language,In another language,In another language,In another language,40,294,24.5,24 years and 6 months,N/A,0.6,0.4,I am ready to begin the experiment.,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,still,found,close to winning,was he,it to be,either,we all,not having been,so did,is not concerned,"as fast as	",would,somebody’s else,hardly,provided that,15,86,,,,,,,,,,,,,,
45603.69993,45603.71034,IP Address,172.226.137.70,100,898,TRUE,45603.71035,R_5erceTDmWCTbGmW,,,,,39.7388,-104.9868,anonymous,EN,,Let's get started!,Female ,22,"Hochiminh city, Vietnam",Undergraduate - Senior ,BA - Computer Science ,N/A,Vietnamese ,15,In another language,In another language,In English,Not applicable,19,46,3.833333333,3 years and 10 months,N/A,0.5,0.5,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,I am ready!,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss about,that I could,can't she ever,most,of which,yet,have not found,close to win,"he is	",it to be,either,we all,has not been,neither,does not concern,"as fast as	",would,somebody’s else,hardly,provided that,9,53,,,,,,,,,,,,,,
45604.43722,45604.46149,IP Address,129.237.90.161,100,2097,TRUE,45604.4615,R_1Kx2iXP9wvCxKW0,,,,,38.9602,-95.2489,anonymous,EN,,Let's get started!,Male,22,VietNam,Undergraduate student - sophomore ,Ma Architecture ,N/A,"Cantonese, Vietnamese",6,"In English,In another language",In English,In English,In English,17,64,5.333333333,5 years and 4 months,12 years,0.8,0.6,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most of,of that,yet,did not find,close to win,"he is	",it to be,between,we all,he has not been,neither,does not concern,"as fast as	",might,somebody’s else,hardly,despite the fact that,8,69,,,,,,,,,,,,,,
45604.51231,45604.53215,IP Address,129.237.90.128,100,1714,TRUE,45604.53216,R_1rkYUxta9UxpIWc,,,,,38.9602,-95.2489,anonymous,EN,,Let's get started!,male,34,"Tehran, Iran",PhD program,PhD program in Political Science,N/A,Persian,11,In another language,In another language,In another language,In another language,33,4,0.333333333,4 months,N/A,0.7,0.3,I am ready to begin the experiment.,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss about,so that I could,can't she ever,most,of that,still,found,close to win,"he is	",its being,either,all we,he has not been,nor did,is not concerned,so fast that,might,somebody else’s,hardly,provided that,9,74,,,,,,,,,,,,,,
45604.56252,45604.5735,IP Address,137.22.41.113,100,947,TRUE,45604.5735,R_3PyZHRExuPu1LXj,,,,,38.9683,-95.2695,anonymous,EN,,Let's get started!,F,29,Montenegro,N/A,N/A,Ph.D.,"Bosnian, Croatian, Montenegrin, Serbian, Russian, English, Spanish",8,In another language,In another language,"In English,In another language",In English,20,108,9,9 years,No.,0.6,0.4,I am ready to begin the experiment.,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,I am ready!,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,20,91,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`
